employee_id,project_name,project_type,project_role,project_client,project_value,project_status,kt_successor,kt_successor_role,kt_start_date,kt_target_date,kt_overall_progress,kt_items,a360_overall,a360_benchmark,a360_period,a360_sources,a360_criteria,a360_strengths,a360_needs_dev,a360_manager_note,training_hours,last_promotion_year,updated_at
76f72cfd-2204-4bbe-accf-dcf7fc3f6231,"ERP Migration","Kinh doanh",Sponsor,"Đối tác C","36B VNĐ",completed,,,,,47,[],3.80,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.3}, {""label"": ""Giao tiếp"", ""score"": 3.7}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",74,2020,"2026-04-24 14:19:16.763731+00"
a9e3b437-5e55-4fce-8368-d445b6fd30bb,"Digital Transformation","Vận hành",Lead,"Nội bộ","22B VNĐ",active,,,,,27,[],4.90,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.3}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",75,2021,"2026-04-24 14:19:16.763731+00"
06189ab2-8310-4cd1-9e39-6070df293c13,"Digital Transformation","Vận hành",Member,"Khách hàng B","1B VNĐ",completed,,,,,10,[],3.20,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 4.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",104,2020,"2026-04-24 14:19:16.763731+00"
94212368-5a0b-46fb-b619-d69ab1411f0f,"WMS Upgrade","Công nghệ",Contributor,"Khách hàng A","50B VNĐ",planning,,,,,18,[],4.90,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.9}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.5}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.3}, {""label"": ""Giao tiếp"", ""score"": 4.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",43,2023,"2026-04-24 14:19:16.763731+00"
e7fb57a6-beda-438f-bafe-1f4d92b49929,"ISO Certification","Kinh doanh",Member,"Khách hàng B","7B VNĐ",completed,,,,,14,[],3.30,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.1}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.3}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",31,2021,"2026-04-24 14:19:16.763731+00"
6d04c507-a466-44ba-98b3-d3b5ea4277f0,"AI Forecasting","Kinh doanh",Contributor,"Khách hàng A","49B VNĐ",completed,,,,,81,[],3.90,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.5}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Kỹ năng kỹ thuật"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",94,2021,"2026-04-24 14:19:16.763731+00"
a286cfe4-b605-40d4-858b-32969e090954,"AI Forecasting","Kinh doanh",Member,"Nội bộ","22B VNĐ",active,,,,,62,[],3.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.2}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.5}, {""label"": ""Giao tiếp"", ""score"": 4.4}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",24,2023,"2026-04-24 14:19:16.763731+00"
66541f2d-6ccc-4c73-a7c6-a92df9d6bf25,"AI Forecasting","Vận hành",Lead,"Khách hàng B","12B VNĐ",completed,,,,,69,[],4.00,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.1}, {""role"": ""Cấp dưới"", ""score"": 3.4}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.2}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",104,2020,"2026-04-24 14:19:16.763731+00"
5f7e1d7e-eed7-4a74-b199-d9862d92e339,"Market Expansion HAN","Hành chính",Lead,"Nội bộ","33B VNĐ",planning,,,,,13,[],4.50,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.8}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",28,2021,"2026-04-24 14:19:16.763731+00"
c807e47e-a67d-4761-afdc-59120330fd07,"CRM Implementation","Hành chính",Member,"Khách hàng B","25B VNĐ",planning,,,,,55,[],3.40,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.2}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",49,2023,"2026-04-24 14:19:16.763731+00"
dcef4f1f-6451-496b-8333-a9d43e6e7d57,"ERP Migration","Vận hành",Sponsor,"Khách hàng A","7B VNĐ",planning,,,,,10,[],4.10,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.8}, {""role"": ""Cấp dưới"", ""score"": 3.3}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 3.2}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",67,2022,"2026-04-24 14:19:16.763731+00"
